번호,시도명,대학교명,장학금유형구분명,장학금액
439,전라북도,군산대학교,교내-근로장학금,234849130
440,전라북도,군산대학교,교내-기타장학금,1059399920
441,전라북도,군산대학교,교내-성적우수장학금,1940799800
442,전라북도,군산대학교,교내-재난장학금,6642000
443,전라북도,군산대학교,교내-저소득장학금,748778100
444,전라북도,군산대학교,교외-국가,13692220085
445,전라북도,군산대학교,교외-사설 및 기타,227594200
446,전라북도,군산대학교,교외-지방자치단체,212769000
447,경상북도,금오공과대학교,교내-근로장학금,342933748
448,경상북도,금오공과대학교,교내-기타장학금,707617990
449,경상북도,금오공과대학교,교내-성적우수장학금,1049612020
450,경상북도,금오공과대학교,교내-재난장학금,176820
451,경상북도,금오공과대학교,교내-저소득장학금,704169270
452,경상북도,금오공과대학교,교외-국가,11872284907
453,경상북도,금오공과대학교,교외-사설 및 기타,481110350
454,경상북도,금오공과대학교,교외-지방자치단체,24499980
455,전라남도,목포대학교,교내-근로장학금,718855040
456,전라남도,목포대학교,교내-기타장학금,765009700
457,전라남도,목포대학교,교내-성적우수장학금,1428669970
458,전라남도,목포대학교,교내-저소득장학금,707896980
459,전라남도,목포대학교,교외-국가,17548929010
460,전라남도,목포대학교,교외-사설 및 기타,451772422
461,전라남도,목포대학교,교외-지방자치단체,467713280
462,전라남도,목포해양대학교,교내-근로장학금,137059990
463,전라남도,목포해양대학교,교내-기타장학금,424995810
464,전라남도,목포해양대학교,교내-성적우수장학금,733264000
465,전라남도,목포해양대학교,교내-저소득장학금,75976000
466,전라남도,목포해양대학교,교외-국가,4431159850
467,전라남도,목포해양대학교,교외-사설 및 기타,389672000
468,전라남도,목포해양대학교,교외-지방자치단체,37798780
469,부산광역시,부경대학교,교내-근로장학금,1776576100
470,부산광역시,부경대학교,교내-기타장학금,2457559480
471,강원특별자치도,한국골프대학교,교내-근로장학금,6900000
472,강원특별자치도,한국골프대학교,교내-기타장학금,537152600
473,강원특별자치도,한국골프대학교,교내-성적우수장학금,89885500
474,강원특별자치도,한국골프대학교,교내-저소득장학금,325000
475,강원특별자치도,한국골프대학교,교외-국가,1296454500
476,강원특별자치도,한국골프대학교,교외-사설 및 기타,31900000
477,강원특별자치도,한국골프대학교,교외-지방자치단체,44570000
478,경상남도,한국승강기대학교,교내-근로장학금,15656272
479,경상남도,한국승강기대학교,교내-기타장학금,261496700
480,경상남도,한국승강기대학교,교내-성적우수장학금,240974000
481,경상남도,한국승강기대학교,교내-저소득장학금,251253000
482,경상남도,한국승강기대학교,교외-국가,1931485870
483,경상남도,한국승강기대학교,교외-사설 및 기타,22296000
484,경상남도,한국승강기대학교,교외-지방자치단체,2706750
485,경상북도,한국복지사이버대학,교내-교직원장학금,1260000
486,경상북도,한국복지사이버대학,교내-기타장학금,1765107000
487,경상북도,한국복지사이버대학,교내-성적우수장학금,89100000
488,경상북도,한국복지사이버대학,교내-저소득장학금,24045000
489,경상북도,한국복지사이버대학,교외-국가,3597045000
490,강원특별자치도,강릉원주대학교,교내-근로장학금,507173000
491,강원특별자치도,강릉원주대학교,교내-기타장학금,1483084310
492,강원특별자치도,강릉원주대학교,교내-성적우수장학금,2833921270
493,강원특별자치도,강릉원주대학교,교내-저소득장학금,1030068030
494,강원특별자치도,강릉원주대학교,교외-국가,15808507400
495,강원특별자치도,강릉원주대학교,교외-사설 및 기타,464545160
496,강원특별자치도,강릉원주대학교,교외-지방자치단체,181444580
497,강원특별자치도,강원대학교,교내-근로장학금,3226232940
498,강원특별자치도,강원대학교,교내-기타장학금,2483004396
499,강원특별자치도,강원대학교,교내-성적우수장학금,4548543150
500,강원특별자치도,강원대학교,교내-저소득장학금,2812932150
501,강원특별자치도,강원대학교,교외-국가,37080248970
502,강원특별자치도,강원대학교,교외-사설 및 기타,1997861499
503,강원특별자치도,강원대학교,교외-지방자치단체,2787591340
504,대구광역시,경북대학교,교내-근로장학금,1753948070
505,대구광역시,경북대학교,교내-기타장학금,2262028590
506,대구광역시,경북대학교,교내-성적우수장학금,6901994600
507,대구광역시,경북대학교,교내-저소득장학금,4070085340
508,대구광역시,경북대학교,교외-국가,41995581412
509,대구광역시,경북대학교,교외-사설 및 기타,2976989350
510,대구광역시,경북대학교,교외-지방자치단체,61125980
511,경상남도,경상국립대학교,교내-근로장학금,1707913842
512,경상남도,경상국립대학교,교내-기타장학금,1125682860
513,경상남도,경상국립대학교,교내-성적우수장학금,3861367230
514,충청남도,한국폴리텍 특성화대학 바이오캠퍼스,교외-국가,492401250
515,충청남도,한국폴리텍 특성화대학 바이오캠퍼스,교외-사설 및 기타,42200000
516,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교내-교직원장학금,6080000
517,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교내-근로장학금,75242000
518,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교내-성적우수장학금,64448000
519,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교내-저소득장학금,5776000
520,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교외-국가,513152000
521,경기도,한국폴리텍 특성화대학 반도체융합캠퍼스,교외-사설 및 기타,8300000
522,경기도,세계사이버대학,교내-교직원장학금,24820000
523,경기도,세계사이버대학,교내-근로장학금,68718000
524,경기도,세계사이버대학,교내-성적우수장학금,28260000
525,경기도,세계사이버대학,교내-저소득장학금,161680000
526,경기도,세계사이버대학,교외-국가,3451946000
527,대구광역시,영진사이버대학교,교내-교직원장학금,12600000
528,대구광역시,영진사이버대학교,교내-기타장학금,898303234
529,대구광역시,영진사이버대학교,교내-성적우수장학금,154228000
530,대구광역시,영진사이버대학교,교내-저소득장학금,75918000
531,대구광역시,영진사이버대학교,교외-국가,6693869000
532,대구광역시,영진사이버대학교,교외-사설 및 기타,3789666
533,서울특별시,국제예술대학교,교내-교직원장학금,4440000
534,서울특별시,국제예술대학교,교내-근로장학금,4874270
535,서울특별시,국제예술대학교,교내-기타장학금,14087000
536,서울특별시,국제예술대학교,교내-성적우수장학금,56666000
537,서울특별시,국제예술대학교,교내-재난장학금,5188000
538,서울특별시,국제예술대학교,교외-국가,1956211000
539,서울특별시,국제예술대학교,교외-지방자치단체,2640000
540,서울특별시,백석예술대학교,교내-교직원장학금,36414000
541,서울특별시,백석예술대학교,교내-근로장학금,266472224
542,서울특별시,백석예술대학교,교내-기타장학금,590380800
543,서울특별시,백석예술대학교,교내-성적우수장학금,1567769090
544,서울특별시,백석예술대학교,교내-저소득장학금,1396807100
545,서울특별시,백석예술대학교,교외-국가,18208037756
546,서울특별시,백석예술대학교,교외-사설 및 기타,46572850
547,서울특별시,백석예술대학교,교외-지방자치단체,25798200
548,서울특별시,정화예술대학교,교내-근로장학금,14426024
549,서울특별시,정화예술대학교,교내-기타장학금,102847500
550,서울특별시,정화예술대학교,교내-성적우수장학금,529128330
551,서울특별시,정화예술대학교,교내-재난장학금,16001870
552,서울특별시,정화예술대학교,교내-저소득장학금,411088340
553,서울특별시,정화예술대학교,교외-국가,7844731586
554,서울특별시,정화예술대학교,교외-사설 및 기타,87311000
555,서울특별시,정화예술대학교,교외-지방자치단체,61075480
556,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교내-교직원장학금,2432000
557,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교내-근로장학금,58252000
558,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교내-기타장학금,12768000
559,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교내-성적우수장학금,70528000
560,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교내-저소득장학금,30912500
561,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교외-국가,1006976000
562,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교외-사설 및 기타,27252600
563,광주광역시,한국폴리텍 V 대학 광주캠퍼스,교외-지방자치단체,1200000
564,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교내-교직원장학금,2432000
565,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교내-근로장학금,39526080
566,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교내-성적우수장학금,52288000
567,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교내-저소득장학금,26766000
568,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교외-국가,621287667
569,대구광역시,한국폴리텍 VI 대학 대구캠퍼스,교외-사설 및 기타,43360000
570,경상남도,한국폴리텍 VII 대학 창원캠퍼스,교내-교직원장학금,9728000
571,경상남도,한국폴리텍 VII 대학 창원캠퍼스,교내-근로장학금,118000000
572,경상남도,한국폴리텍 VII 대학 창원캠퍼스,교내-기타장학금,15668000
573,경상남도,한국폴리텍 VII 대학 창원캠퍼스,교내-성적우수장학금,121600000
574,경상남도,한국폴리텍 VII 대학 창원캠퍼스,교내-저소득장학금,41344000
